skill,drift,policy,day,success_probability
peg_insertion,compound_shock,frozen,209,0.010000
peg_insertion,compound_shock,frozen,210,0.010000
peg_insertion,compound_shock,frozen,211,0.010000
peg_insertion,compound_shock,frozen,212,0.010000
peg_insertion,compound_shock,frozen,213,0.010000
peg_insertion,compound_shock,frozen,214,0.010000
peg_insertion,compound_shock,frozen,215,0.010000
peg_insertion,compound_shock,frozen,216,0.010000
peg_insertion,compound_shock,frozen,217,0.010000
peg_insertion,compound_shock,frozen,218,0.010000
peg_insertion,compound_shock,frozen,219,0.010000
peg_insertion,compound_shock,frozen,220,0.010000
peg_insertion,compound_shock,frozen,221,0.010000
peg_insertion,compound_shock,frozen,222,0.010000
peg_insertion,compound_shock,frozen,223,0.010000
peg_insertion,compound_shock,frozen,224,0.010000
peg_insertion,compound_shock,frozen,225,0.010000
peg_insertion,compound_shock,frozen,226,0.010000
peg_insertion,compound_shock,frozen,227,0.010000
peg_insertion,compound_shock,frozen,228,0.010000
peg_insertion,compound_shock,frozen,229,0.010000
peg_insertion,compound_shock,frozen,230,0.010000
peg_insertion,compound_shock,frozen,231,0.010000
peg_insertion,compound_shock,frozen,232,0.010000
peg_insertion,compound_shock,frozen,233,0.010000
peg_insertion,compound_shock,frozen,234,0.010000
peg_insertion,compound_shock,frozen,235,0.010000
peg_insertion,compound_shock,frozen,236,0.010000
peg_insertion,compound_shock,frozen,237,0.010000
peg_insertion,compound_shock,frozen,238,0.010000
peg_insertion,compound_shock,frozen,239,0.010000
peg_insertion,compound_shock,frozen,240,0.010000
peg_insertion,compound_shock,calendar_recalibration,0,0.875413
peg_insertion,compound_shock,calendar_recalibration,1,0.856265
peg_insertion,compound_shock,calendar_recalibration,2,0.837554
peg_insertion,compound_shock,calendar_recalibration,3,0.819271
peg_insertion,compound_shock,calendar_recalibration,4,0.801405
peg_insertion,compound_shock,calendar_recalibration,5,0.783946
peg_insertion,compound_shock,calendar_recalibration,6,0.766884
peg_insertion,compound_shock,calendar_recalibration,7,0.750209
peg_insertion,compound_shock,calendar_recalibration,8,0.733912
peg_insertion,compound_shock,calendar_recalibration,9,0.717985
peg_insertion,compound_shock,calendar_recalibration,10,0.702417
peg_insertion,compound_shock,calendar_recalibration,11,0.687201
peg_insertion,compound_shock,calendar_recalibration,12,0.672328
peg_insertion,compound_shock,calendar_recalibration,13,0.657791
peg_insertion,compound_shock,calendar_recalibration,14,0.643580
peg_insertion,compound_shock,calendar_recalibration,15,0.629689
peg_insertion,compound_shock,calendar_recalibration,16,0.616110
peg_insertion,compound_shock,calendar_recalibration,17,0.602836
peg_insertion,compound_shock,calendar_recalibration,18,0.589859
peg_insertion,compound_shock,calendar_recalibration,19,0.577173
peg_insertion,compound_shock,calendar_recalibration,20,0.564772
peg_insertion,compound_shock,calendar_recalibration,21,0.552648
peg_insertion,compound_shock,calendar_recalibration,22,0.540796
peg_insertion,compound_shock,calendar_recalibration,23,0.529210
peg_insertion,compound_shock,calendar_recalibration,24,0.517883
peg_insertion,compound_shock,calendar_recalibration,25,0.506810
peg_insertion,compound_shock,calendar_recalibration,26,0.495986
peg_insertion,compound_shock,calendar_recalibration,27,0.485404
peg_insertion,compound_shock,calendar_recalibration,28,0.475061
peg_insertion,compound_shock,calendar_recalibration,29,0.464950
peg_insertion,compound_shock,calendar_recalibration,30,0.637214
peg_insertion,compound_shock,calendar_recalibration,31,0.623367
peg_insertion,compound_shock,calendar_recalibration,32,0.523038
peg_insertion,compound_shock,calendar_recalibration,33,0.511725
peg_insertion,compound_shock,calendar_recalibration,34,0.500642
peg_insertion,compound_shock,calendar_recalibration,35,0.489785
peg_insertion,compound_shock,calendar_recalibration,36,0.479151
peg_insertion,compound_shock,calendar_recalibration,37,0.468735
peg_insertion,compound_shock,calendar_recalibration,38,0.458536
peg_insertion,compound_shock,calendar_recalibration,39,0.448548
peg_insertion,compound_shock,calendar_recalibration,40,0.438768
peg_insertion,compound_shock,calendar_recalibration,41,0.429193
peg_insertion,compound_shock,calendar_recalibration,42,0.419820
peg_insertion,compound_shock,calendar_recalibration,43,0.410644
peg_insertion,compound_shock,calendar_recalibration,44,0.401664
peg_insertion,compound_shock,calendar_recalibration,45,0.392875
peg_insertion,compound_shock,calendar_recalibration,46,0.384274
peg_insertion,compound_shock,calendar_recalibration,47,0.375858
peg_insertion,compound_shock,calendar_recalibration,48,0.367624
peg_insertion,compound_shock,calendar_recalibration,49,0.359568
peg_insertion,compound_shock,calendar_recalibration,50,0.351688
peg_insertion,compound_shock,calendar_recalibration,51,0.343979
peg_insertion,compound_shock,calendar_recalibration,52,0.336440
peg_insertion,compound_shock,calendar_recalibration,53,0.329067
peg_insertion,compound_shock,calendar_recalibration,54,0.321856
peg_insertion,compound_shock,calendar_recalibration,55,0.314806
peg_insertion,compound_shock,calendar_recalibration,56,0.307911
peg_insertion,compound_shock,calendar_recalibration,57,0.301171
peg_insertion,compound_shock,calendar_recalibration,58,0.294581
peg_insertion,compound_shock,calendar_recalibration,59,0.288138
peg_insertion,compound_shock,calendar_recalibration,60,0.412149
peg_insertion,compound_shock,calendar_recalibration,61,0.402996
peg_insertion,compound_shock,calendar_recalibration,62,0.394556
peg_insertion,compound_shock,calendar_recalibration,63,0.386297
peg_insertion,compound_shock,calendar_recalibration,64,0.378215
peg_insertion,compound_shock,calendar_recalibration,65,0.370306
peg_insertion,compound_shock,calendar_recalibration,66,0.362567
peg_insertion,compound_shock,calendar_recalibration,67,0.354996
peg_insertion,compound_shock,calendar_recalibration,68,0.347587
peg_insertion,compound_shock,calendar_recalibration,69,0.340338
peg_insertion,compound_shock,calendar_recalibration,70,0.333245
peg_insertion,compound_shock,calendar_recalibration,71,0.326305
peg_insertion,compound_shock,calendar_recalibration,72,0.319515
peg_insertion,compound_shock,calendar_recalibration,73,0.312871
peg_insertion,compound_shock,calendar_recalibration,74,0.306370
peg_insertion,compound_shock,calendar_recalibration,75,0.300009
peg_insertion,compound_shock,calendar_recalibration,76,0.293785
peg_insertion,compound_shock,calendar_recalibration,77,0.287694
peg_insertion,compound_shock,calendar_recalibration,78,0.281733
peg_insertion,compound_shock,calendar_recalibration,79,0.275900
peg_insertion,compound_shock,calendar_recalibration,80,0.270192
peg_insertion,compound_shock,calendar_recalibration,81,0.264604
peg_insertion,compound_shock,calendar_recalibration,82,0.259136
peg_insertion,compound_shock,calendar_recalibration,83,0.253783
peg_insertion,compound_shock,calendar_recalibration,84,0.248543
peg_insertion,compound_shock,calendar_recalibration,85,0.243413
peg_insertion,compound_shock,calendar_recalibration,86,0.238391
peg_insertion,compound_shock,calendar_recalibration,87,0.233474
peg_insertion,compound_shock,calendar_recalibration,88,0.141864
peg_insertion,compound_shock,calendar_recalibration,89,0.139061
peg_insertion,compound_shock,calendar_recalibration,90,0.229509
peg_insertion,compound_shock,calendar_recalibration,91,0.224617
peg_insertion,compound_shock,calendar_recalibration,92,0.219801
peg_insertion,compound_shock,calendar_recalibration,93,0.215062
peg_insertion,compound_shock,calendar_recalibration,94,0.210397
peg_insertion,compound_shock,calendar_recalibration,95,0.205806
peg_insertion,compound_shock,calendar_recalibration,96,0.201288
peg_insertion,compound_shock,calendar_recalibration,97,0.196843
peg_insertion,compound_shock,calendar_recalibration,98,0.192470
peg_insertion,compound_shock,calendar_recalibration,99,0.188167
peg_insertion,compound_shock,calendar_recalibration,100,0.183935
peg_insertion,compound_shock,calendar_recalibration,101,0.179772
peg_insertion,compound_shock,calendar_recalibration,102,0.175678
peg_insertion,compound_shock,calendar_recalibration,103,0.171652
peg_insertion,compound_shock,calendar_recalibration,104,0.167694
peg_insertion,compound_shock,calendar_recalibration,105,0.163802
peg_insertion,compound_shock,calendar_recalibration,106,0.159977
peg_insertion,compound_shock,calendar_recalibration,107,0.156217
peg_insertion,compound_shock,calendar_recalibration,108,0.152521
peg_insertion,compound_shock,calendar_recalibration,109,0.148891
peg_insertion,compound_shock,calendar_recalibration,110,0.145324
peg_insertion,compound_shock,calendar_recalibration,111,0.141820
peg_insertion,compound_shock,calendar_recalibration,112,0.138379
peg_insertion,compound_shock,calendar_recalibration,113,0.135000
peg_insertion,compound_shock,calendar_recalibration,114,0.131682
peg_insertion,compound_shock,calendar_recalibration,115,0.128426
peg_insertion,compound_shock,calendar_recalibration,116,0.125230
peg_insertion,compound_shock,calendar_recalibration,117,0.122094
peg_insertion,compound_shock,calendar_recalibration,118,0.119523
peg_insertion,compound_shock,calendar_recalibration,119,0.116988
peg_insertion,compound_shock,calendar_recalibration,120,0.181183
peg_insertion,compound_shock,calendar_recalibration,121,0.177190
peg_insertion,compound_shock,calendar_recalibration,122,0.173270
peg_insertion,compound_shock,calendar_recalibration,123,0.169423
peg_insertion,compound_shock,calendar_recalibration,124,0.165648
peg_insertion,compound_shock,calendar_recalibration,125,0.161945
peg_insertion,compound_shock,calendar_recalibration,126,0.158313
peg_insertion,compound_shock,calendar_recalibration,127,0.154751
peg_insertion,compound_shock,calendar_recalibration,128,0.151259
peg_insertion,compound_shock,calendar_recalibration,129,0.147837
peg_insertion,compound_shock,calendar_recalibration,130,0.144482
peg_insertion,compound_shock,calendar_recalibration,131,0.141196
peg_insertion,compound_shock,calendar_recalibration,132,0.137976
peg_insertion,compound_shock,calendar_recalibration,133,0.134822
peg_insertion,compound_shock,calendar_recalibration,134,0.131734
peg_insertion,compound_shock,calendar_recalibration,135,0.128710
peg_insertion,compound_shock,calendar_recalibration,136,0.125750
peg_insertion,compound_shock,calendar_recalibration,137,0.122853
peg_insertion,compound_shock,calendar_recalibration,138,0.120017
peg_insertion,compound_shock,calendar_recalibration,139,0.117242
peg_insertion,compound_shock,calendar_recalibration,140,0.114527
peg_insertion,compound_shock,calendar_recalibration,141,0.111870
peg_insertion,compound_shock,calendar_recalibration,142,0.109272
peg_insertion,compound_shock,calendar_recalibration,143,0.106730
peg_insertion,compound_shock,calendar_recalibration,144,0.104244
peg_insertion,compound_shock,calendar_recalibration,145,0.101813
peg_insertion,compound_shock,calendar_recalibration,146,0.099435
peg_insertion,compound_shock,calendar_recalibration,147,0.097109
peg_insertion,compound_shock,calendar_recalibration,148,0.094835
peg_insertion,compound_shock,calendar_recalibration,149,0.092611
peg_insertion,compound_shock,calendar_recalibration,150,0.051352
peg_insertion,compound_shock,calendar_recalibration,151,0.050039
peg_insertion,compound_shock,calendar_recalibration,152,0.048728
peg_insertion,compound_shock,calendar_recalibration,153,0.047418
peg_insertion,compound_shock,calendar_recalibration,154,0.046110
peg_insertion,compound_shock,calendar_recalibration,155,0.044806
peg_insertion,compound_shock,calendar_recalibration,156,0.043505
peg_insertion,compound_shock,calendar_recalibration,157,0.042209
peg_insertion,compound_shock,calendar_recalibration,158,0.040918
peg_insertion,compound_shock,calendar_recalibration,159,0.039633
peg_insertion,compound_shock,calendar_recalibration,160,0.038354
peg_insertion,compound_shock,calendar_recalibration,161,0.037081
peg_insertion,compound_shock,calendar_recalibration,162,0.035815
peg_insertion,compound_shock,calendar_recalibration,163,0.034555
peg_insertion,compound_shock,calendar_recalibration,164,0.033304
peg_insertion,compound_shock,calendar_recalibration,165,0.032060
peg_insertion,compound_shock,calendar_recalibration,166,0.030824
peg_insertion,compound_shock,calendar_recalibration,167,0.029596
peg_insertion,compound_shock,calendar_recalibration,168,0.028376
peg_insertion,compound_shock,calendar_recalibration,169,0.027165
peg_insertion,compound_shock,calendar_recalibration,170,0.025963
peg_insertion,compound_shock,calendar_recalibration,171,0.024769
peg_insertion,compound_shock,calendar_recalibration,172,0.023584
peg_insertion,compound_shock,calendar_recalibration,173,0.022409
peg_insertion,compound_shock,calendar_recalibration,174,0.021242
peg_insertion,compound_shock,calendar_recalibration,175,0.020085
peg_insertion,compound_shock,calendar_recalibration,176,0.018938
peg_insertion,compound_shock,calendar_recalibration,177,0.017800
peg_insertion,compound_shock,calendar_recalibration,178,0.016672
peg_insertion,compound_shock,calendar_recalibration,179,0.015554
peg_insertion,compound_shock,calendar_recalibration,180,0.049084
peg_insertion,compound_shock,calendar_recalibration,181,0.047684
peg_insertion,compound_shock,calendar_recalibration,182,0.046292
peg_insertion,compound_shock,calendar_recalibration,183,0.044908
peg_insertion,compound_shock,calendar_recalibration,184,0.043532
peg_insertion,compound_shock,calendar_recalibration,185,0.042165
peg_insertion,compound_shock,calendar_recalibration,186,0.040808
peg_insertion,compound_shock,calendar_recalibration,187,0.039462
peg_insertion,compound_shock,calendar_recalibration,188,0.038127
peg_insertion,compound_shock,calendar_recalibration,189,0.036803
peg_insertion,compound_shock,calendar_recalibration,190,0.035492
peg_insertion,compound_shock,calendar_recalibration,191,0.034193
peg_insertion,compound_shock,calendar_recalibration,192,0.032908
peg_insertion,compound_shock,calendar_recalibration,193,0.031636
peg_insertion,compound_shock,calendar_recalibration,194,0.030379
peg_insertion,compound_shock,calendar_recalibration,195,0.029136
peg_insertion,compound_shock,calendar_recalibration,196,0.027908
peg_insertion,compound_shock,calendar_recalibration,197,0.026696
peg_insertion,compound_shock,calendar_recalibration,198,0.025499
peg_insertion,compound_shock,calendar_recalibration,199,0.024319
peg_insertion,compound_shock,calendar_recalibration,200,0.023156
peg_insertion,compound_shock,calendar_recalibration,201,0.022009
peg_insertion,compound_shock,calendar_recalibration,202,0.020880
peg_insertion,compound_shock,calendar_recalibration,203,0.019768
peg_insertion,compound_shock,calendar_recalibration,204,0.018675
peg_insertion,compound_shock,calendar_recalibration,205,0.017599
peg_insertion,compound_shock,calendar_recalibration,206,0.016542
peg_insertion,compound_shock,calendar_recalibration,207,0.015503
peg_insertion,compound_shock,calendar_recalibration,208,0.014482
peg_insertion,compound_shock,calendar_recalibration,209,0.013481
peg_insertion,compound_shock,calendar_recalibration,210,0.036917
peg_insertion,compound_shock,calendar_recalibration,211,0.035392
peg_insertion,compound_shock,calendar_recalibration,212,0.033898
peg_insertion,compound_shock,calendar_recalibration,213,0.032437
peg_insertion,compound_shock,calendar_recalibration,214,0.031006
peg_insertion,compound_shock,calendar_recalibration,215,0.029607
peg_insertion,compound_shock,calendar_recalibration,216,0.028238
peg_insertion,compound_shock,calendar_recalibration,217,0.026900
peg_insertion,compound_shock,calendar_recalibration,218,0.010000
peg_insertion,compound_shock,calendar_recalibration,219,0.010000
peg_insertion,compound_shock,calendar_recalibration,220,0.010000
peg_insertion,compound_shock,calendar_recalibration,221,0.010000
peg_insertion,compound_shock,calendar_recalibration,222,0.010000
peg_insertion,compound_shock,calendar_recalibration,223,0.010000
peg_insertion,compound_shock,calendar_recalibration,224,0.010000
peg_insertion,compound_shock,calendar_recalibration,225,0.010000
peg_insertion,compound_shock,calendar_recalibration,226,0.010000
peg_insertion,compound_shock,calendar_recalibration,227,0.010000
peg_insertion,compound_shock,calendar_recalibration,228,0.010000
peg_insertion,compound_shock,calendar_recalibration,229,0.010000
peg_insertion,compound_shock,calendar_recalibration,230,0.010000
peg_insertion,compound_shock,calendar_recalibration,231,0.010000
peg_insertion,compound_shock,calendar_recalibration,232,0.010000
peg_insertion,compound_shock,calendar_recalibration,233,0.010000
peg_insertion,compound_shock,calendar_recalibration,234,0.010000
peg_insertion,compound_shock,calendar_recalibration,235,0.010000
peg_insertion,compound_shock,calendar_recalibration,236,0.010000
peg_insertion,compound_shock,calendar_recalibration,237,0.010000
peg_insertion,compound_shock,calendar_recalibration,238,0.010000
peg_insertion,compound_shock,calendar_recalibration,239,0.010000
peg_insertion,compound_shock,calendar_recalibration,240,0.010000
peg_insertion,compound_shock,sentinel_rehearsal,0,0.902905
peg_insertion,compound_shock,sentinel_rehearsal,1,0.890481
peg_insertion,compound_shock,sentinel_rehearsal,2,0.878226
peg_insertion,compound_shock,sentinel_rehearsal,3,0.866137
peg_insertion,compound_shock,sentinel_rehearsal,4,0.854213
peg_insertion,compound_shock,sentinel_rehearsal,5,0.842451
peg_insertion,compound_shock,sentinel_rehearsal,6,0.830848
peg_insertion,compound_shock,sentinel_rehearsal,7,0.819402
peg_insertion,compound_shock,sentinel_rehearsal,8,0.808111
peg_insertion,compound_shock,sentinel_rehearsal,9,0.796972
peg_insertion,compound_shock,sentinel_rehearsal,10,0.785985
peg_insertion,compound_shock,sentinel_rehearsal,11,0.775146
peg_insertion,compound_shock,sentinel_rehearsal,12,0.764455
peg_insertion,compound_shock,sentinel_rehearsal,13,0.753909
peg_insertion,compound_shock,sentinel_rehearsal,14,0.743507
peg_insertion,compound_shock,sentinel_rehearsal,15,0.733247
peg_insertion,compound_shock,sentinel_rehearsal,16,0.723128
peg_insertion,compound_shock,sentinel_rehearsal,17,0.713148
peg_insertion,compound_shock,sentinel_rehearsal,18,0.703305
peg_insertion,compound_shock,sentinel_rehearsal,19,0.693600
peg_insertion,compound_shock,sentinel_rehearsal,20,0.684029
peg_insertion,compound_shock,sentinel_rehearsal,21,0.674592
peg_insertion,compound_shock,sentinel_rehearsal,22,0.665288
peg_insertion,compound_shock,sentinel_rehearsal,23,0.656115
peg_insertion,compound_shock,sentinel_rehearsal,24,0.647073
peg_insertion,compound_shock,sentinel_rehearsal,25,0.638160
peg_insertion,compound_shock,sentinel_rehearsal,26,0.629375
peg_insertion,compound_shock,sentinel_rehearsal,27,0.620718
peg_insertion,compound_shock,sentinel_rehearsal,28,0.642330
peg_insertion,compound_shock,sentinel_rehearsal,29,0.633488
peg_insertion,compound_shock,sentinel_rehearsal,30,0.624775
peg_insertion,compound_shock,sentinel_rehearsal,31,0.616192
peg_insertion,compound_shock,sentinel_rehearsal,32,0.524739
peg_insertion,compound_shock,sentinel_rehearsal,33,0.518293
peg_insertion,compound_shock,sentinel_rehearsal,34,0.511902
peg_insertion,compound_shock,sentinel_rehearsal,35,0.505568
peg_insertion,compound_shock,sentinel_rehearsal,36,0.499292
peg_insertion,compound_shock,sentinel_rehearsal,37,0.493075
