skill,drift,policy,n,mean_h50,censored50,mean_h80,censored80,day60,day120,day180,day240,auc,uptime70,maintenance_cost,evaluation_cost,shock_loss,recovery_lag,hazard_proxy,nonmonotonic_index,durability_score
deformable_packing,tactile_taxel_wear,continual_finetuning,112,52.274624,0.000000,18.694326,0.000000,0.386773,0.223503,0.125307,0.058990,0.280037,0.085496,0.919142,0.057780,0.110744,36.506777,0.015330,0.019294,0.175760
deformable_packing,tactile_taxel_wear,domain_randomized,112,44.680987,0.000000,16.582993,0.000000,0.332161,0.158955,0.055830,0.010237,0.226228,0.081728,0.337920,0.030816,0.105081,116.000000,0.018610,0.008141,0.234054
deformable_packing,tactile_taxel_wear,ensemble_gating,112,46.817645,0.000000,17.275741,0.000000,0.357700,0.205957,0.113310,0.057336,0.264423,0.085019,0.675840,0.061632,0.106264,34.785487,0.017206,0.016407,0.276023
deformable_packing,tactile_taxel_wear,frozen,112,33.158849,0.000000,10.672666,0.000000,0.196888,0.067992,0.010476,0.010000,0.152989,0.012541,0.000000,0.019260,0.085501,116.000000,0.025153,0.018199,0.202165
deformable_packing,tactile_taxel_wear,human_repair,112,124.646046,0.000000,37.918249,0.000000,0.584583,0.462235,0.366405,0.309608,0.485072,0.122941,1.297613,0.092448,0.077176,17.698324,0.004427,0.038005,1.016178
deformable_packing,tactile_taxel_wear,meta_adaptation,112,112.905058,0.000000,31.164219,0.000000,0.536309,0.395178,0.303848,0.223468,0.429171,0.100872,0.973210,0.065484,0.085319,21.431486,0.005620,0.029221,1.015129
deformable_packing,tactile_taxel_wear,oracle_maintenance,112,241.000000,1.000000,106.134743,0.000000,0.715009,0.652940,0.601329,0.552022,0.661716,0.343159,1.047552,0.115560,0.044145,7.629222,0.001305,0.025474,2.780374
deformable_packing,tactile_taxel_wear,overfit_rapid_adaptation,112,73.008485,0.000000,25.038435,0.000000,0.459600,0.275202,0.145417,0.053555,0.318958,0.069157,0.422400,0.053928,0.106705,21.201371,0.010930,0.010660,0.807746
deformable_packing,tactile_taxel_wear,self_calibration,112,69.288130,0.000000,20.502646,0.000000,0.449407,0.299439,0.199165,0.136531,0.340199,0.079075,0.729907,0.050076,0.097701,28.597241,0.010538,0.018893,0.595766
deformable_packing,tactile_taxel_wear,sentinel_rehearsal,112,52.619186,0.000000,18.418839,0.000000,0.402280,0.243024,0.144623,0.086613,0.295317,0.086174,0.648806,0.050076,0.103496,29.605847,0.014870,0.017228,0.422269
deformable_packing,tactile_taxel_wear,tactile_servo_refresh,112,91.929486,0.000000,27.576218,0.000000,0.480881,0.352031,0.256773,0.183631,0.388901,0.087814,0.865075,0.069336,0.094588,23.405152,0.007356,0.026062,0.805655
deformable_packing,tactile_taxel_wear,uncertainty_rehearsal,112,87.079432,0.000000,26.299847,0.000000,0.493844,0.343832,0.237791,0.167459,0.376090,0.077235,0.811008,0.069336,0.091436,23.551699,0.007956,0.019925,0.770910
door_handle,camera_extrinsic,active_evaluation,112,68.977496,0.000000,21.669703,0.000000,0.492430,0.278071,0.145822,0.110576,0.342944,0.077667,0.497370,0.067309,0.107010,33.172359,0.011312,0.002089,0.732645
door_handle,camera_extrinsic,adaptive_recalibration,112,92.446617,0.000000,30.402052,0.000000,0.573967,0.388132,0.246696,0.196779,0.428237,0.135827,0.461843,0.042833,0.092034,26.473237,0.007568,0.016999,1.207449
door_handle,camera_extrinsic,calendar_recalibration,112,70.105559,0.000000,14.349160,0.000000,0.565189,0.344917,0.194327,0.138684,0.361705,0.115323,0.228384,0.027535,0.128095,50.451423,0.010849,0.105960,0.949662
door_handle,camera_extrinsic,conservative_fallback,112,63.226429,0.000000,20.232215,0.000000,0.459824,0.229699,0.102343,0.063437,0.303603,0.068091,0.215696,0.033654,0.111629,126.000000,0.013125,0.002188,0.578304
door_handle,camera_extrinsic,continual_finetuning,112,72.392148,0.000000,24.831802,0.000000,0.536697,0.321078,0.182083,0.136047,0.377999,0.108342,0.603949,0.045892,0.105861,36.330993,0.010444,0.006936,0.777895
door_handle,camera_extrinsic,domain_randomized,112,67.926086,0.000000,22.184498,0.000000,0.488850,0.255760,0.118206,0.072710,0.323795,0.086365,0.253760,0.024476,0.116760,126.000000,0.012087,0.002080,0.643879
door_handle,camera_extrinsic,ensemble_gating,112,69.589113,0.000000,22.824802,0.000000,0.509862,0.299195,0.164531,0.123751,0.358377,0.093356,0.444080,0.048952,0.106035,34.777245,0.011038,0.010024,0.820004
door_handle,camera_extrinsic,frozen,112,44.639806,0.000000,14.273358,0.000000,0.353073,0.130025,0.025305,0.015873,0.220742,0.085562,0.000000,0.015297,0.106558,126.000000,0.019651,0.010918,0.443763
door_handle,camera_extrinsic,human_repair,112,181.099845,0.000000,52.927588,0.000000,0.697667,0.560266,0.444419,0.400575,0.579857,0.243513,0.852634,0.073428,0.063381,17.201720,0.002770,0.027403,2.125373
door_handle,camera_extrinsic,meta_adaptation,112,148.358327,0.000000,42.772090,0.000000,0.656276,0.492364,0.378620,0.310903,0.522326,0.171639,0.639475,0.052011,0.082604,21.333749,0.003917,0.029217,1.799073
door_handle,camera_extrinsic,oracle_maintenance,112,241.000000,1.000000,136.485734,0.000000,0.792884,0.730875,0.666986,0.625230,0.734376,0.607519,0.786656,0.091785,0.036927,7.369358,0.001104,0.018359,3.331519
door_handle,camera_extrinsic,overfit_rapid_adaptation,112,96.511621,0.000000,33.146968,0.000000,0.594318,0.383602,0.227634,0.150276,0.423103,0.160722,0.317200,0.042833,0.108523,21.266811,0.007720,0.002018,1.355638
door_handle,camera_extrinsic,self_calibration,112,94.831243,0.000000,32.153335,0.000000,0.590507,0.399659,0.262754,0.212318,0.436125,0.146265,0.479606,0.039773,0.098981,28.643307,0.007223,0.018509,1.228700
door_handle,camera_extrinsic,sentinel_rehearsal,112,75.939167,0.000000,25.531219,0.000000,0.549151,0.341830,0.204669,0.157750,0.392068,0.116823,0.426317,0.039773,0.101807,29.545062,0.009720,0.007735,0.989050
door_handle,camera_extrinsic,tactile_servo_refresh,112,126.855897,0.000000,35.094708,0.000000,0.616759,0.457469,0.332633,0.268352,0.489753,0.167945,0.568422,0.055071,0.100014,23.600510,0.004955,0.019683,1.572586
door_handle,camera_extrinsic,uncertainty_rehearsal,112,119.020760,0.000000,33.334722,0.000000,0.625234,0.446349,0.312311,0.252338,0.473538,0.154643,0.532896,0.055071,0.088407,23.442639,0.005383,0.011881,1.498097
door_handle,compliance_drift,active_evaluation,112,58.208836,0.000000,17.857826,0.000000,0.434816,0.218408,0.113097,0.050624,0.285819,0.068544,0.624333,0.069223,0.100717,32.744296,0.014881,0.015755,0.445098
door_handle,compliance_drift,adaptive_recalibration,112,66.231802,0.000000,25.548119,0.000000,0.521251,0.325751,0.206729,0.136838,0.370988,0.112668,0.579738,0.044051,0.087378,26.305625,0.011713,0.024858,0.773242
door_handle,compliance_drift,calendar_recalibration,112,64.423251,0.000000,11.703675,0.000000,0.514420,0.280979,0.144178,0.051670,0.298347,0.069449,0.250848,0.028319,0.111483,44.307774,0.013275,0.118772,0.762922
door_handle,compliance_drift,conservative_fallback,112,52.218164,0.000000,16.787147,0.000000,0.401890,0.172068,0.063196,0.011198,0.248496,0.074623,0.236912,0.034612,0.092876,104.333333,0.016901,0.007399,0.444156
door_handle,compliance_drift,continual_finetuning,112,64.111657,0.000000,20.439899,0.000000,0.479906,0.256901,0.145263,0.068068,0.316752,0.065838,0.758118,0.047197,0.097480,34.847448,0.012934,0.017334,0.462871
door_handle,compliance_drift,domain_randomized,112,56.821554,0.000000,18.250514,0.000000,0.428197,0.191078,0.070968,0.010942,0.262177,0.067788,0.278720,0.025172,0.098947,104.333333,0.015543,0.006071,0.472765
door_handle,compliance_drift,ensemble_gating,112,61.331609,0.000000,18.963596,0.000000,0.454172,0.240476,0.132644,0.065494,0.302232,0.064326,0.557440,0.050344,0.097489,33.747286,0.013801,0.017245,0.553114
door_handle,compliance_drift,frozen,112,37.079331,0.000000,11.780716,0.000000,0.296226,0.086084,0.011398,0.010000,0.180526,0.069970,0.000000,0.015732,0.073467,104.333333,0.023827,0.015590,0.375863
door_handle,compliance_drift,human_repair,112,142.338259,0.000000,40.973081,0.000000,0.663057,0.512870,0.411602,0.350422,0.535206,0.186849,1.039227,0.075516,0.061522,17.134809,0.003985,0.041997,1.520604
door_handle,compliance_drift,meta_adaptation,112,120.688684,0.000000,36.668855,0.000000,0.619672,0.442337,0.344265,0.256004,0.475977,0.181960,0.802714,0.053490,0.080735,21.266476,0.005416,0.036505,1.364699
door_handle,compliance_drift,oracle_maintenance,112,241.000000,1.000000,106.218829,0.000000,0.772329,0.703402,0.652562,0.603993,0.710015,0.506767,0.864032,0.094395,0.045806,7.689020,0.001303,0.027055,3.139250
door_handle,compliance_drift,overfit_rapid_adaptation,112,71.383056,0.000000,27.443192,0.000000,0.544672,0.316298,0.174507,0.072439,0.359922,0.122926,0.348400,0.044051,0.102785,21.060245,0.011646,0.012587,0.970140
door_handle,compliance_drift,self_calibration,112,69.505669,0.000000,22.403980,0.000000,0.539987,0.339008,0.227182,0.154986,0.380667,0.094331,0.602035,0.040904,0.089659,28.307725,0.010829,0.019793,0.782650
door_handle,compliance_drift,sentinel_rehearsal,112,64.440230,0.000000,20.112804,0.000000,0.494838,0.279952,0.167734,0.099406,0.334716,0.065312,0.535142,0.040904,0.094339,29.276198,0.012570,0.019785,0.672174
door_handle,compliance_drift,tactile_servo_refresh,112,96.084584,0.000000,29.676207,0.000000,0.567501,0.398078,0.294411,0.212332,0.434555,0.133268,0.713523,0.056637,0.083617,23.010217,0.007286,0.021420,1.083609
door_handle,compliance_drift,uncertainty_rehearsal,112,90.006679,0.000000,28.273915,0.000000,0.579692,0.387581,0.271492,0.192159,0.419599,0.124826,0.668928,0.056637,0.085665,23.343932,0.008016,0.016916,1.024097
door_handle,compound_shock,active_evaluation,112,39.285910,0.000000,14.996619,0.000000,0.343046,0.142799,0.054797,0.012025,0.229767,0.081982,0.709602,0.070499,0.118998,31.641252,0.022550,0.022652,0.114228
door_handle,compound_shock,adaptive_recalibration,112,60.452216,0.000000,21.187138,0.000000,0.446437,0.259246,0.154610,0.096944,0.320100,0.082611,0.691142,0.044863,0.119501,26.771735,0.013643,0.024913,0.498240
door_handle,compound_shock,calendar_recalibration,112,39.427732,0.000000,9.997191,0.000000,0.409700,0.177926,0.049751,0.010000,0.223620,0.009191,0.265824,0.028840,0.113389,44.028617,0.022348,0.134569,0.344262
door_handle,compound_shock,conservative_fallback,112,35.239669,0.000000,14.229719,0.000000,0.308716,0.089364,0.010478,0.010000,0.194949,0.085922,0.251056,0.035249,0.110529,119.000000,0.025089,0.014154,0.144537
door_handle,compound_shock,continual_finetuning,112,48.150433,0.000000,17.484217,0.000000,0.397405,0.187999,0.090785,0.024478,0.266579,0.071640,0.903802,0.048068,0.126897,34.083695,0.018360,0.017327,0.109456
door_handle,compound_shock,domain_randomized,112,37.918723,0.000000,15.492424,0.000000,0.330593,0.101028,0.010486,0.010000,0.204560,0.079948,0.295360,0.025636,0.114988,119.000000,0.023349,0.014065,0.149208
door_handle,compound_shock,ensemble_gating,112,43.308916,0.000000,16.076352,0.000000,0.367776,0.168274,0.076615,0.021611,0.248759,0.077097,0.664560,0.051272,0.124288,32.893055,0.020428,0.023438,0.210848
door_handle,compound_shock,frozen,112,30.307582,0.000000,10.032901,0.000000,0.185089,0.011015,0.010000,0.010000,0.137545,0.008870,0.000000,0.016023,0.095395,119.000000,0.029088,0.023984,0.131247
door_handle,compound_shock,human_repair,112,139.605436,0.000000,31.355997,0.000000,0.621073,0.473249,0.377897,0.324230,0.502122,0.131124,1.275955,0.076908,0.099811,18.513178,0.004358,0.036489,1.186573
door_handle,compound_shock,meta_adaptation,112,87.502394,0.000000,27.685096,0.000000,0.566643,0.391876,0.300742,0.221619,0.435637,0.113841,0.956966,0.054476,0.100438,21.975783,0.007909,0.036902,0.809650
door_handle,compound_shock,oracle_maintenance,112,241.000000,1.000000,87.461908,0.000000,0.767932,0.704737,0.656664,0.611157,0.708222,0.475454,0.915616,0.096135,0.057752,8.119061,0.001328,0.035419,3.060864
door_handle,compound_shock,overfit_rapid_adaptation,112,69.535451,0.000000,23.279135,0.000000,0.481222,0.255193,0.121493,0.027194,0.311711,0.097814,0.369200,0.044863,0.122417,21.767009,0.012662,0.015750,0.813478
door_handle,compound_shock,self_calibration,112,67.503981,0.000000,19.219466,0.000000,0.475078,0.284122,0.186141,0.126339,0.340123,0.064677,0.717725,0.041658,0.110648,27.908306,0.011778,0.028633,0.569301
door_handle,compound_shock,sentinel_rehearsal,112,49.222788,0.000000,17.062660,0.000000,0.414954,0.211786,0.115631,0.059836,0.282939,0.073662,0.637978,0.041658,0.125993,29.034709,0.017600,0.021553,0.351533
door_handle,compound_shock,tactile_servo_refresh,112,83.349867,0.000000,26.207702,0.000000,0.509687,0.348543,0.255829,0.186165,0.396894,0.112403,0.850637,0.057681,0.099306,23.575018,0.008816,0.024233,0.773424
door_handle,compound_shock,uncertainty_rehearsal,112,80.551595,0.000000,24.685886,0.000000,0.517465,0.330358,0.224956,0.156979,0.374494,0.110324,0.797472,0.057681,0.108388,24.157971,0.009567,0.022056,0.734857
door_handle,controller_latency,active_evaluation,112,77.179804,0.000000,22.924097,0.000000,0.508849,0.282959,0.189597,0.116438,0.358563,0.093289,0.493293,0.067150,0.087073,32.454619,0.010063,0.012283,0.869731
door_handle,controller_latency,adaptive_recalibration,112,94.885977,0.000000,31.920887,0.000000,0.588584,0.392008,0.285055,0.207213,0.442788,0.144762,0.458058,0.042732,0.080329,26.051829,0.007214,0.017176,1.276742
door_handle,controller_latency,calendar_recalibration,112,78.764151,0.000000,15.174678,0.000000,0.579082,0.351883,0.246499,0.150127,0.381659,0.112522,0.226512,0.027470,0.115146,49.985251,0.009562,0.104036,1.074283
door_handle,controller_latency,conservative_fallback,112,67.097943,0.000000,21.351459,0.000000,0.476187,0.240805,0.144761,0.071211,0.321294,0.075223,0.213928,0.033575,0.091934,101.000000,0.012245,0.003705,0.731666
door_handle,controller_latency,continual_finetuning,112,89.971477,0.000000,26.343121,0.000000,0.552342,0.322250,0.228573,0.144092,0.393483,0.117079,0.598998,0.045784,0.092441,35.847860,0.008298,0.007353,0.987428
door_handle,controller_latency,domain_randomized,112,74.288870,0.000000,23.497442,0.000000,0.504686,0.267336,0.165160,0.081843,0.342363,0.100660,0.251680,0.024418,0.098104,101.000000,0.010922,0.003036,0.826559
door_handle,controller_latency,ensemble_gating,112,82.005197,0.000000,24.122978,0.000000,0.523884,0.302508,0.208499,0.131397,0.373432,0.103808,0.440440,0.048836,0.089567,34.184417,0.009263,0.006107,0.985876
door_handle,controller_latency,frozen,112,47.572226,0.000000,15.270510,0.000000,0.373068,0.138502,0.073950,0.018344,0.239533,0.081607,0.000000,0.015261,0.085830,101.000000,0.018400,0.012865,0.580847
door_handle,controller_latency,human_repair,112,190.323982,0.008929,57.474569,0.000000,0.706843,0.560080,0.471642,0.413376,0.591486,0.267311,0.845645,0.073254,0.064518,17.242665,0.002522,0.024834,2.252804
door_handle,controller_latency,meta_adaptation,112,157.697055,0.000000,44.843113,0.000000,0.670607,0.497954,0.415251,0.327732,0.539394,0.190578,0.634234,0.051888,0.076527,21.114988,0.003593,0.013668,1.938824
door_handle,controller_latency,oracle_maintenance,112,241.000000,1.000000,135.045345,0.000000,0.800400,0.727890,0.678017,0.636870,0.739365,0.650846,0.780208,0.091568,0.036416,7.350968,0.001071,0.018972,3.382183
door_handle,controller_latency,overfit_rapid_adaptation,112,95.486679,0.000000,35.062340,0.000000,0.606676,0.386620,0.262906,0.162314,0.436060,0.169489,0.314600,0.042732,0.095621,20.802354,0.007632,0.002268,1.391174
door_handle,controller_latency,self_calibration,112,96.517585,0.000000,33.573347,0.000000,0.601950,0.398117,0.298591,0.218932,0.447289,0.160569,0.475675,0.039679,0.086988,28.211551,0.006957,0.010669,1.290236
door_handle,controller_latency,sentinel_rehearsal,112,91.257300,0.000000,27.686187,0.000000,0.562004,0.343319,0.242630,0.164523,0.405070,0.130799,0.422822,0.039679,0.089726,29.110129,0.007971,0.006789,1.175991
door_handle,controller_latency,tactile_servo_refresh,112,123.492976,0.000000,37.248979,0.000000,0.627188,0.455862,0.363951,0.276609,0.499365,0.174194,0.563763,0.054940,0.082560,22.972169,0.005038,0.024299,1.585046
door_handle,controller_latency,uncertainty_rehearsal,112,118.484195,0.000000,35.134972,0.000000,0.638598,0.450203,0.348336,0.264609,0.488207,0.163843,0.528528,0.054940,0.078790,23.096446,0.005343,0.010640,1.539388
door_handle,fixture_pose_shift,active_evaluation,112,69.224485,0.000000,22.670057,0.000000,0.470128,0.250035,0.179078,0.100889,0.343715,0.091574,0.605696,0.068585,0.120389,33.653988,0.011557,0.012227,0.658454
door_handle,fixture_pose_shift,adaptive_recalibration,112,104.209053,0.000000,31.710704,0.000000,0.561398,0.368860,0.287496,0.205465,0.437405,0.140185,0.562432,0.043645,0.098813,26.717274,0.006656,0.019819,1.255612
door_handle,fixture_pose_shift,calendar_recalibration,112,60.841566,0.000000,15.299574,0.000000,0.540678,0.317627,0.226393,0.120730,0.358821,0.111675,0.243360,0.028058,0.132246,48.067955,0.013434,0.113234,0.849668
door_handle,fixture_pose_shift,conservative_fallback,112,60.053223,0.000000,21.530730,0.000000,0.445340,0.208330,0.123094,0.043222,0.303118,0.077853,0.229840,0.034292,0.126185,124.333333,0.014174,0.007136,0.538106
door_handle,fixture_pose_shift,continual_finetuning,112,85.829732,0.000000,26.187646,0.000000,0.513852,0.298464,0.223907,0.131601,0.382638,0.116805,0.735488,0.046762,0.113290,36.598440,0.008907,0.009948,0.814365
door_handle,fixture_pose_shift,domain_randomized,112,65.260997,0.000000,23.426766,0.000000,0.465094,0.225500,0.136991,0.047193,0.317671,0.099956,0.270400,0.024940,0.130152,124.333333,0.012989,0.006748,0.601010
door_handle,fixture_pose_shift,ensemble_gating,112,77.465816,0.000000,24.286206,0.000000,0.490574,0.277728,0.203934,0.119993,0.363872,0.104809,0.540800,0.049880,0.117029,35.173053,0.010005,0.009913,0.831284
door_handle,fixture_pose_shift,frozen,112,39.799883,0.000000,15.158748,0.000000,0.324184,0.086653,0.037019,0.010000,0.214999,0.081478,0.000000,0.015588,0.119279,124.333333,0.022150,0.009054,0.379284
door_handle,fixture_pose_shift,human_repair,112,201.094551,0.026786,39.560470,0.000000,0.693718,0.551335,0.491795,0.430992,0.597431,0.217120,1.038336,0.074820,0.064205,17.231365,0.002375,0.029709,2.182281
door_handle,fixture_pose_shift,meta_adaptation,112,164.939390,0.000000,39.542215,0.000000,0.652320,0.484129,0.429103,0.337838,0.542925,0.168210,0.778752,0.052998,0.085526,21.438939,0.003396,0.019708,1.880656
door_handle,fixture_pose_shift,oracle_maintenance,112,241.000000,1.000000,176.563782,0.000000,0.800768,0.736450,0.714276,0.673396,0.757533,0.791229,0.838240,0.093525,0.041995,7.551834,0.000993,0.029570,3.486374
door_handle,fixture_pose_shift,overfit_rapid_adaptation,112,105.681282,0.000000,35.426623,0.000000,0.588634,0.367010,0.264445,0.153264,0.432703,0.154571,0.338000,0.043645,0.111497,21.373891,0.007009,0.004487,1.431907
door_handle,fixture_pose_shift,self_calibration,112,106.753310,0.000000,33.926556,0.000000,0.578393,0.385729,0.312609,0.228192,0.449353,0.146635,0.584064,0.040527,0.102144,28.757190,0.006269,0.027016,1.282909
door_handle,fixture_pose_shift,sentinel_rehearsal,112,90.921316,0.000000,27.992856,0.000000,0.535148,0.323075,0.245786,0.162475,0.401054,0.130107,0.519168,0.040527,0.108738,29.794574,0.008065,0.011731,1.078749
door_handle,fixture_pose_shift,tactile_servo_refresh,112,124.753521,0.000000,36.818274,0.000000,0.609671,0.444500,0.384067,0.293072,0.506194,0.157842,0.692224,0.056115,0.084563,23.044265,0.004864,0.021122,1.502067
door_handle,fixture_pose_shift,uncertainty_rehearsal,112,112.549828,0.000000,34.931574,0.000000,0.617358,0.432290,0.357936,0.270220,0.487093,0.153327,0.648960,0.056115,0.089595,23.485436,0.005602,0.024199,1.379623
door_handle,friction_humidity,active_evaluation,112,46.704265,0.000000,17.181670,0.000000,0.385157,0.169150,0.052273,0.061539,0.268615,0.073064,0.633651,0.069542,0.137532,34.271136,0.018080,0.015021,0.271691
door_handle,friction_humidity,adaptive_recalibration,112,72.340656,0.000000,24.610648,0.000000,0.485639,0.287716,0.151566,0.147501,0.359693,0.114579,0.588390,0.044254,0.126677,27.720370,0.010412,0.025398,0.765036
door_handle,friction_humidity,calendar_recalibration,112,44.153726,0.000000,11.236887,0.000000,0.456380,0.221718,0.073973,0.055094,0.270940,0.055263,0.254592,0.028449,0.154041,51.385470,0.019373,0.125671,0.461807
door_handle,friction_humidity,conservative_fallback,112,41.513982,0.000000,16.023831,0.000000,0.350353,0.121015,0.012458,0.010535,0.226093,0.077500,0.240448,0.034771,0.137262,137.666667,0.021313,0.010434,0.185239
door_handle,friction_humidity,continual_finetuning,112,57.735709,0.000000,19.770914,0.000000,0.435908,0.210327,0.091782,0.085229,0.306188,0.063188,0.769434,0.047415,0.130693,37.224957,0.014060,0.011888,0.340905
door_handle,friction_humidity,domain_randomized,112,45.372652,0.000000,17.545017,0.000000,0.374103,0.137695,0.015208,0.010923,0.239101,0.071298,0.282880,0.025288,0.142002,137.666667,0.019464,0.009799,0.207283
door_handle,friction_humidity,ensemble_gating,112,50.420689,0.000000,18.063220,0.000000,0.404004,0.189990,0.073440,0.076703,0.284630,0.069285,0.565760,0.050576,0.130813,35.669272,0.016352,0.026054,0.387614
door_handle,friction_humidity,frozen,112,33.831136,0.000000,11.221314,0.000000,0.229671,0.024400,0.010000,0.010000,0.160058,0.050299,0.000000,0.015805,0.121326,137.666667,0.026074,0.017456,0.167653
door_handle,friction_humidity,human_repair,112,163.848562,0.000000,34.344889,0.000000,0.644840,0.491174,0.362059,0.360224,0.532179,0.143718,1.086259,0.075864,0.089604,18.145755,0.003272,0.032613,1.611375
door_handle,friction_humidity,meta_adaptation,112,100.102818,0.000000,30.317013,0.000000,0.592845,0.411290,0.289375,0.263384,0.466255,0.131736,0.814694,0.053737,0.099018,21.924660,0.006276,0.047210,1.093138
door_handle,friction_humidity,oracle_maintenance,112,241.000000,1.000000,99.495908,0.000000,0.776323,0.705437,0.625574,0.617759,0.718424,0.518910,0.876928,0.094830,0.050206,7.847417,0.001147,0.027768,3.150729
door_handle,friction_humidity,overfit_rapid_adaptation,112,79.701900,0.000000,26.285467,0.000000,0.516168,0.283581,0.116584,0.081292,0.351661,0.116848,0.353600,0.044254,0.128896,22.000273,0.010207,0.007292,0.995816
door_handle,friction_humidity,self_calibration,112,77.213997,0.000000,21.634156,0.000000,0.507891,0.304650,0.178372,0.172517,0.374187,0.078170,0.611021,0.041093,0.119762,29.391445,0.009388,0.024525,0.790781
door_handle,friction_humidity,sentinel_rehearsal,112,61.051729,0.000000,19.376326,0.000000,0.453783,0.237819,0.111482,0.111762,0.321840,0.067120,0.543130,0.041093,0.129413,30.538868,0.012920,0.015654,0.580290
door_handle,friction_humidity,tactile_servo_refresh,112,97.549382,0.000000,28.780439,0.000000,0.540191,0.368423,0.243994,0.226866,0.429062,0.123124,0.724173,0.056898,0.098623,23.550426,0.006811,0.020144,1.056141
door_handle,friction_humidity,uncertainty_rehearsal,112,91.770892,0.000000,27.270620,0.000000,0.548290,0.353075,0.216592,0.202489,0.409188,0.116438,0.678912,0.056898,0.106316,24.087379,0.007515,0.023443,0.987089
door_handle,gripper_pad_wear,active_evaluation,112,59.277086,0.000000,19.648170,0.000000,0.403094,0.248642,0.125720,0.092532,0.315241,0.065192,0.513677,0.067947,0.114402,33.438488,0.013498,0.002431,0.567269
door_handle,gripper_pad_wear,adaptive_recalibration,112,81.049266,0.000000,27.780989,0.000000,0.494682,0.358849,0.224418,0.174490,0.401820,0.122311,0.476986,0.043239,0.105911,26.972802,0.008921,0.005825,1.022654
door_handle,gripper_pad_wear,calendar_recalibration,112,56.629795,0.000000,12.912372,0.000000,0.476421,0.312834,0.162291,0.110889,0.328115,0.100703,0.235872,0.027796,0.061679,48.060429,0.013986,0.111928,0.817575
door_handle,gripper_pad_wear,conservative_fallback,112,57.016780,0.000000,18.501356,0.000000,0.378805,0.200509,0.078698,0.044399,0.275892,0.067009,0.222768,0.033974,0.124343,136.000000,0.014869,0.000671,0.431484
door_handle,gripper_pad_wear,continual_finetuning,112,62.798789,0.000000,22.419845,0.000000,0.452865,0.290965,0.160976,0.114272,0.349720,0.086154,0.623750,0.046328,0.117395,36.746218,0.012428,0.001839,0.597752
door_handle,gripper_pad_wear,domain_randomized,112,59.156563,0.000000,20.179780,0.000000,0.400507,0.222774,0.090199,0.049865,0.292429,0.065386,0.262080,0.024708,0.129698,136.000000,0.014226,0.000571,0.449672
door_handle,gripper_pad_wear,ensemble_gating,112,59.754328,0.000000,20.743290,0.000000,0.423657,0.269289,0.144612,0.105364,0.330506,0.067593,0.458640,0.049416,0.116564,35.156305,0.013124,0.002518,0.640016
door_handle,gripper_pad_wear,frozen,112,40.376683,0.000000,12.803995,0.000000,0.250451,0.104123,0.012905,0.010573,0.195324,0.087349,0.000000,0.015443,0.117805,136.000000,0.021801,0.010792,0.327252
door_handle,gripper_pad_wear,human_repair,112,157.282882,0.000000,45.943153,0.000000,0.629409,0.535165,0.423802,0.373143,0.556064,0.204854,0.880589,0.074124,0.081523,17.854840,0.003311,0.027236,1.798713
door_handle,gripper_pad_wear,meta_adaptation,112,135.148827,0.000000,40.038249,0.000000,0.588559,0.470024,0.360859,0.288171,0.502898,0.173709,0.660442,0.052505,0.091457,21.652451,0.004506,0.018342,1.624311
door_handle,gripper_pad_wear,oracle_maintenance,112,241.000000,1.000000,126.319309,0.000000,0.741341,0.721344,0.661908,0.610421,0.724966,0.565321,0.812448,0.092655,0.043482,7.605367,0.001168,0.017688,3.254291
door_handle,gripper_pad_wear,overfit_rapid_adaptation,112,86.694117,0.000000,29.911420,0.000000,0.513386,0.351398,0.200287,0.119003,0.393341,0.135271,0.327600,0.043239,0.118063,21.610271,0.008969,0.000381,1.176677
door_handle,gripper_pad_wear,self_calibration,112,83.014979,0.000000,26.566743,0.000000,0.512241,0.370118,0.241517,0.189804,0.408822,0.125227,0.495331,0.040151,0.091099,28.359550,0.008583,0.007161,1.053337
door_handle,gripper_pad_wear,sentinel_rehearsal,112,65.282279,0.000000,21.957245,0.000000,0.464578,0.309459,0.180786,0.135546,0.362525,0.081249,0.440294,0.040151,0.116160,30.061768,0.011635,0.001812,0.787055
door_handle,gripper_pad_wear,tactile_servo_refresh,112,111.663573,0.000000,32.187052,0.000000,0.540949,0.430682,0.312923,0.245691,0.464796,0.145359,0.587059,0.055593,0.086044,23.097567,0.005816,0.012085,1.373559
door_handle,gripper_pad_wear,uncertainty_rehearsal,112,104.858490,0.000000,30.524031,0.000000,0.551334,0.418410,0.289951,0.227806,0.447148,0.137816,0.550368,0.055593,0.095281,23.690128,0.006389,0.007459,1.290906
door_handle,lighting_perception,active_evaluation,112,79.755385,0.000000,25.595058,0.000000,0.540440,0.330027,0.188798,0.144906,0.388797,0.114877,0.489216,0.066990,0.100367,32.933205,0.009372,0.003897,0.953929
door_handle,lighting_perception,adaptive_recalibration,112,114.707182,0.000000,35.588181,0.000000,0.617726,0.440690,0.292786,0.242826,0.475525,0.170737,0.454272,0.042630,0.096884,26.647840,0.005694,0.008051,1.520801
door_handle,lighting_perception,calendar_recalibration,112,79.892347,0.000000,17.228856,0.000000,0.608580,0.400823,0.249772,0.187782,0.412741,0.105130,0.224640,0.027405,0.109733,49.790377,0.008926,0.094203,1.139243
