policy,trial,day,success_probability
calendar_recalibration,10,35,0.476700
calendar_recalibration,10,36,0.460162
calendar_recalibration,10,37,0.444227
calendar_recalibration,10,38,0.428874
calendar_recalibration,10,39,0.414081
calendar_recalibration,10,40,0.399829
calendar_recalibration,10,41,0.386097
calendar_recalibration,10,42,0.700557
calendar_recalibration,10,43,0.640744
calendar_recalibration,10,44,0.616934
calendar_recalibration,10,45,0.593992
calendar_recalibration,10,46,0.571889
calendar_recalibration,10,47,0.550593
calendar_recalibration,10,48,0.530074
calendar_recalibration,10,49,0.510304
calendar_recalibration,10,50,0.491257
calendar_recalibration,10,51,0.472905
calendar_recalibration,10,52,0.455223
calendar_recalibration,10,53,0.438187
calendar_recalibration,10,54,0.421772
calendar_recalibration,10,55,0.405957
calendar_recalibration,10,56,0.390720
calendar_recalibration,10,57,0.376039
calendar_recalibration,10,58,0.361894
calendar_recalibration,10,59,0.348266
calendar_recalibration,10,60,0.335135
calendar_recalibration,11,0,0.925163
calendar_recalibration,11,1,0.893199
calendar_recalibration,11,2,0.862388
calendar_recalibration,11,3,0.832688
calendar_recalibration,11,4,0.804059
calendar_recalibration,11,5,0.776462
calendar_recalibration,11,6,0.749860
calendar_recalibration,11,7,0.724217
calendar_recalibration,11,8,0.699499
calendar_recalibration,11,9,0.675672
calendar_recalibration,11,10,0.652705
calendar_recalibration,11,11,0.630565
calendar_recalibration,11,12,0.609224
calendar_recalibration,11,13,0.588652
calendar_recalibration,11,14,0.568822
calendar_recalibration,11,15,0.549707
calendar_recalibration,11,16,0.531281
calendar_recalibration,11,17,0.513519
calendar_recalibration,11,18,0.496398
calendar_recalibration,11,19,0.479895
calendar_recalibration,11,20,0.463986
calendar_recalibration,11,21,0.803380
calendar_recalibration,11,22,0.774964
calendar_recalibration,11,23,0.747572
calendar_recalibration,11,24,0.721168
calendar_recalibration,11,25,0.695716
calendar_recalibration,11,26,0.671182
calendar_recalibration,11,27,0.647532
calendar_recalibration,11,28,0.624736
calendar_recalibration,11,29,0.602761
calendar_recalibration,11,30,0.581578
calendar_recalibration,11,31,0.561159
calendar_recalibration,11,32,0.541477
calendar_recalibration,11,33,0.522504
calendar_recalibration,11,34,0.504215
calendar_recalibration,11,35,0.486586
calendar_recalibration,11,36,0.469592
calendar_recalibration,11,37,0.453211
calendar_recalibration,11,38,0.437421
calendar_recalibration,11,39,0.422200
calendar_recalibration,11,40,0.407528
calendar_recalibration,11,41,0.393385
calendar_recalibration,11,42,0.715915
calendar_recalibration,11,43,0.655553
calendar_recalibration,11,44,0.631201
calendar_recalibration,11,45,0.607728
calendar_recalibration,11,46,0.585100
calendar_recalibration,11,47,0.563289
calendar_recalibration,11,48,0.542264
calendar_recalibration,11,49,0.521997
calendar_recalibration,11,50,0.502461
calendar_recalibration,11,51,0.483630
calendar_recalibration,11,52,0.465477
calendar_recalibration,11,53,0.447979
calendar_recalibration,11,54,0.431112
calendar_recalibration,11,55,0.414853
calendar_recalibration,11,56,0.399180
calendar_recalibration,11,57,0.384072
calendar_recalibration,11,58,0.369509
calendar_recalibration,11,59,0.355471
calendar_recalibration,11,60,0.341940
calendar_recalibration,12,0,0.920939
calendar_recalibration,12,1,0.890674
calendar_recalibration,12,2,0.861472
calendar_recalibration,12,3,0.833295
calendar_recalibration,12,4,0.806107
calendar_recalibration,12,5,0.779873
calendar_recalibration,12,6,0.754560
calendar_recalibration,12,7,0.730136
calendar_recalibration,12,8,0.706569
calendar_recalibration,12,9,0.683829
calendar_recalibration,12,10,0.661887
calendar_recalibration,12,11,0.640715
calendar_recalibration,12,12,0.620286
calendar_recalibration,12,13,0.600575
calendar_recalibration,12,14,0.581555
calendar_recalibration,12,15,0.563203
calendar_recalibration,12,16,0.545495
calendar_recalibration,12,17,0.528409
calendar_recalibration,12,18,0.511922
calendar_recalibration,12,19,0.496014
calendar_recalibration,12,20,0.480664
calendar_recalibration,12,21,0.804286
calendar_recalibration,12,22,0.777295
calendar_recalibration,12,23,0.751251
calendar_recalibration,12,24,0.726122
calendar_recalibration,12,25,0.701874
calendar_recalibration,12,26,0.678478
calendar_recalibration,12,27,0.655902
calendar_recalibration,12,28,0.634119
calendar_recalibration,12,29,0.613101
calendar_recalibration,12,30,0.592820
calendar_recalibration,12,31,0.573251
calendar_recalibration,12,32,0.554369
calendar_recalibration,12,33,0.536150
calendar_recalibration,12,34,0.518570
calendar_recalibration,12,35,0.501608
calendar_recalibration,12,36,0.485240
calendar_recalibration,12,37,0.469447
calendar_recalibration,12,38,0.454209
calendar_recalibration,12,39,0.439505
calendar_recalibration,12,40,0.425318
calendar_recalibration,12,41,0.411628
calendar_recalibration,12,42,0.721120
calendar_recalibration,12,43,0.661948
calendar_recalibration,12,44,0.638720
calendar_recalibration,12,45,0.616308
calendar_recalibration,12,46,0.594683
calendar_recalibration,12,47,0.573817
calendar_recalibration,12,48,0.553683
calendar_recalibration,12,49,0.534256
calendar_recalibration,12,50,0.515511
calendar_recalibration,12,51,0.497423
calendar_recalibration,12,52,0.479971
calendar_recalibration,12,53,0.463131
calendar_recalibration,12,54,0.446882
calendar_recalibration,12,55,0.431204
calendar_recalibration,12,56,0.416076
calendar_recalibration,12,57,0.401478
calendar_recalibration,12,58,0.387394
calendar_recalibration,12,59,0.373803
calendar_recalibration,12,60,0.360690
calendar_recalibration,13,0,0.899517
calendar_recalibration,13,1,0.865058
calendar_recalibration,13,2,0.831984
calendar_recalibration,13,3,0.800239
calendar_recalibration,13,4,0.769770
calendar_recalibration,13,5,0.740526
calendar_recalibration,13,6,0.712457
calendar_recalibration,13,7,0.685516
calendar_recalibration,13,8,0.659658
calendar_recalibration,13,9,0.634839
calendar_recalibration,13,10,0.611018
calendar_recalibration,13,11,0.588154
calendar_recalibration,13,12,0.566210
calendar_recalibration,13,13,0.545147
calendar_recalibration,13,14,0.524930
calendar_recalibration,13,15,0.505527
calendar_recalibration,13,16,0.486903
calendar_recalibration,13,17,0.469027
calendar_recalibration,13,18,0.451870
calendar_recalibration,13,19,0.435403
calendar_recalibration,13,20,0.419597
calendar_recalibration,13,21,0.770540
calendar_recalibration,13,22,0.740325
calendar_recalibration,13,23,0.711323
calendar_recalibration,13,24,0.683488
calendar_recalibration,13,25,0.656771
calendar_recalibration,13,26,0.631127
calendar_recalibration,13,27,0.606515
calendar_recalibration,13,28,0.582892
calendar_recalibration,13,29,0.560218
calendar_recalibration,13,30,0.538455
calendar_recalibration,13,31,0.517567
calendar_recalibration,13,32,0.497519
calendar_recalibration,13,33,0.478276
calendar_recalibration,13,34,0.459807
calendar_recalibration,13,35,0.442080
calendar_recalibration,13,36,0.425066
calendar_recalibration,13,37,0.408735
calendar_recalibration,13,38,0.393061
calendar_recalibration,13,39,0.378017
calendar_recalibration,13,40,0.363577
calendar_recalibration,13,41,0.349718
calendar_recalibration,13,42,0.677964
calendar_recalibration,13,43,0.616370
calendar_recalibration,13,44,0.590939
calendar_recalibration,13,45,0.566531
calendar_recalibration,13,46,0.543104
calendar_recalibration,13,47,0.520619
calendar_recalibration,13,48,0.499037
calendar_recalibration,13,49,0.478323
calendar_recalibration,13,50,0.458441
calendar_recalibration,13,51,0.439358
calendar_recalibration,13,52,0.421043
calendar_recalibration,13,53,0.403463
calendar_recalibration,13,54,0.386590
calendar_recalibration,13,55,0.370395
calendar_recalibration,13,56,0.354851
calendar_recalibration,13,57,0.339932
calendar_recalibration,13,58,0.325612
calendar_recalibration,13,59,0.311868
calendar_recalibration,13,60,0.298676
calendar_recalibration,14,0,0.920643
calendar_recalibration,14,1,0.885114
calendar_recalibration,14,2,0.851031
calendar_recalibration,14,3,0.818336
calendar_recalibration,14,4,0.786972
calendar_recalibration,14,5,0.756884
calendar_recalibration,14,6,0.728021
calendar_recalibration,14,7,0.700334
calendar_recalibration,14,8,0.673773
calendar_recalibration,14,9,0.648294
calendar_recalibration,14,10,0.623853
calendar_recalibration,14,11,0.600406
calendar_recalibration,14,12,0.577913
calendar_recalibration,14,13,0.556337
calendar_recalibration,14,14,0.535639
calendar_recalibration,14,15,0.515783
calendar_recalibration,14,16,0.496736
calendar_recalibration,14,17,0.478464
calendar_recalibration,14,18,0.460936
calendar_recalibration,14,19,0.444122
calendar_recalibration,14,20,0.427992
calendar_recalibration,14,21,0.788451
calendar_recalibration,14,22,0.757350
calendar_recalibration,14,23,0.727516
calendar_recalibration,14,24,0.698896
calendar_recalibration,14,25,0.671442
calendar_recalibration,14,26,0.645105
calendar_recalibration,14,27,0.619841
calendar_recalibration,14,28,0.595604
calendar_recalibration,14,29,0.572355
calendar_recalibration,14,30,0.550052
calendar_recalibration,14,31,0.528657
calendar_recalibration,14,32,0.508133
calendar_recalibration,14,33,0.488445
calendar_recalibration,14,34,0.469558
calendar_recalibration,14,35,0.451440
calendar_recalibration,14,36,0.434059
calendar_recalibration,14,37,0.417387
calendar_recalibration,14,38,0.401393
calendar_recalibration,14,39,0.386050
calendar_recalibration,14,40,0.371331
calendar_recalibration,14,41,0.357212
calendar_recalibration,14,42,0.693220
calendar_recalibration,14,43,0.630896
calendar_recalibration,14,44,0.604781
calendar_recalibration,14,45,0.579729
calendar_recalibration,14,46,0.555697
calendar_recalibration,14,47,0.532643
calendar_recalibration,14,48,0.510528
calendar_recalibration,14,49,0.489313
calendar_recalibration,14,50,0.468962
calendar_recalibration,14,51,0.449439
calendar_recalibration,14,52,0.430712
calendar_recalibration,14,53,0.412746
calendar_recalibration,14,54,0.395512
calendar_recalibration,14,55,0.378980
calendar_recalibration,14,56,0.363120
calendar_recalibration,14,57,0.347906
calendar_recalibration,14,58,0.333312
calendar_recalibration,14,59,0.319312
calendar_recalibration,14,60,0.305881
calendar_recalibration,15,0,0.930651
calendar_recalibration,15,1,0.896123
calendar_recalibration,15,2,0.862933
calendar_recalibration,15,3,0.831028
calendar_recalibration,15,4,0.800358
calendar_recalibration,15,5,0.770877
calendar_recalibration,15,6,0.742537
calendar_recalibration,15,7,0.715295
calendar_recalibration,15,8,0.689107
calendar_recalibration,15,9,0.663935
calendar_recalibration,15,10,0.639737
calendar_recalibration,15,11,0.616476
calendar_recalibration,15,12,0.594116
calendar_recalibration,15,13,0.572622
calendar_recalibration,15,14,0.551960
calendar_recalibration,15,15,0.532099
calendar_recalibration,15,16,0.513007
calendar_recalibration,15,17,0.494654
calendar_recalibration,15,18,0.477013
calendar_recalibration,15,19,0.460054
calendar_recalibration,15,20,0.443752
calendar_recalibration,15,21,0.801291
calendar_recalibration,15,22,0.770867
calendar_recalibration,15,23,0.741622
calendar_recalibration,15,24,0.713509
calendar_recalibration,15,25,0.686484
calendar_recalibration,15,26,0.660507
calendar_recalibration,15,27,0.635535
calendar_recalibration,15,28,0.611531
calendar_recalibration,15,29,0.588456
calendar_recalibration,15,30,0.566275
calendar_recalibration,15,31,0.544953
calendar_recalibration,15,32,0.524457
calendar_recalibration,15,33,0.504755
calendar_recalibration,15,34,0.485815
calendar_recalibration,15,35,0.467610
calendar_recalibration,15,36,0.450109
calendar_recalibration,15,37,0.433286
calendar_recalibration,15,38,0.417115
calendar_recalibration,15,39,0.401570
calendar_recalibration,15,40,0.386627
calendar_recalibration,15,41,0.372262
calendar_recalibration,15,42,0.707925
calendar_recalibration,15,43,0.646017
calendar_recalibration,15,44,0.620248
calendar_recalibration,15,45,0.595476
calendar_recalibration,15,46,0.571664
calendar_recalibration,15,47,0.548774
calendar_recalibration,15,48,0.526770
calendar_recalibration,15,49,0.505619
calendar_recalibration,15,50,0.485287
calendar_recalibration,15,51,0.465742
calendar_recalibration,15,52,0.446954
calendar_recalibration,15,53,0.428894
calendar_recalibration,15,54,0.411533
calendar_recalibration,15,55,0.394845
calendar_recalibration,15,56,0.378803
calendar_recalibration,15,57,0.363382
calendar_recalibration,15,58,0.348559
calendar_recalibration,15,59,0.334310
calendar_recalibration,15,60,0.320612
calendar_recalibration,16,0,0.893243
calendar_recalibration,16,1,0.858546
calendar_recalibration,16,2,0.825271
calendar_recalibration,16,3,0.793361
calendar_recalibration,16,4,0.762760
calendar_recalibration,16,5,0.733413
calendar_recalibration,16,6,0.705270
calendar_recalibration,16,7,0.678281
calendar_recalibration,16,8,0.652399
calendar_recalibration,16,9,0.627578
calendar_recalibration,16,10,0.603775
calendar_recalibration,16,11,0.580948
calendar_recalibration,16,12,0.559057
calendar_recalibration,16,13,0.538064
calendar_recalibration,16,14,0.517932
calendar_recalibration,16,15,0.498625
calendar_recalibration,16,16,0.480110
calendar_recalibration,16,17,0.462354
calendar_recalibration,16,18,0.445327
calendar_recalibration,16,19,0.428997
calendar_recalibration,16,20,0.413338
calendar_recalibration,16,21,0.763633
calendar_recalibration,16,22,0.733291
calendar_recalibration,16,23,0.704194
calendar_recalibration,16,24,0.676289
calendar_recalibration,16,25,0.649529
calendar_recalibration,16,26,0.623866
calendar_recalibration,16,27,0.599256
calendar_recalibration,16,28,0.575654
calendar_recalibration,16,29,0.553021
calendar_recalibration,16,30,0.531316
calendar_recalibration,16,31,0.510501
calendar_recalibration,16,32,0.490539
calendar_recalibration,16,33,0.471396
calendar_recalibration,16,34,0.453038
calendar_recalibration,16,35,0.435433
calendar_recalibration,16,36,0.418550
calendar_recalibration,16,37,0.402359
calendar_recalibration,16,38,0.386832
calendar_recalibration,16,39,0.371942
calendar_recalibration,16,40,0.357662
calendar_recalibration,16,41,0.343968
calendar_recalibration,16,42,0.670755
calendar_recalibration,16,43,0.609122
calendar_recalibration,16,44,0.583677
calendar_recalibration,16,45,0.559275
calendar_recalibration,16,46,0.535874
calendar_recalibration,16,47,0.513433
calendar_recalibration,16,48,0.491911
calendar_recalibration,16,49,0.471273
calendar_recalibration,16,50,0.451481
calendar_recalibration,16,51,0.432500
calendar_recalibration,16,52,0.414298
calendar_recalibration,16,53,0.396842
calendar_recalibration,16,54,0.380102
calendar_recalibration,16,55,0.364048
calendar_recalibration,16,56,0.348653
calendar_recalibration,16,57,0.333889
calendar_recalibration,16,58,0.319731
calendar_recalibration,16,59,0.306153
calendar_recalibration,16,60,0.293132
calendar_recalibration,17,0,0.885281
calendar_recalibration,17,1,0.852663
calendar_recalibration,17,2,0.821303
calendar_recalibration,17,3,0.791153
calendar_recalibration,17,4,0.762167
calendar_recalibration,17,5,0.734299
calendar_recalibration,17,6,0.707506
calendar_recalibration,17,7,0.681748
calendar_recalibration,17,8,0.656984
calendar_recalibration,17,9,0.633175
calendar_recalibration,17,10,0.610285
calendar_recalibration,17,11,0.588278
calendar_recalibration,17,12,0.567120
calendar_recalibration,17,13,0.546779
calendar_recalibration,17,14,0.527223
calendar_recalibration,17,15,0.508422
calendar_recalibration,17,16,0.490346
calendar_recalibration,17,17,0.472967
calendar_recalibration,17,18,0.456259
calendar_recalibration,17,19,0.440196
calendar_recalibration,17,20,0.424753
calendar_recalibration,17,21,0.761765
calendar_recalibration,17,22,0.733009
calendar_recalibration,17,23,0.705364
calendar_recalibration,17,24,0.678785
calendar_recalibration,17,25,0.653232
calendar_recalibration,17,26,0.628665
calendar_recalibration,17,27,0.605046
calendar_recalibration,17,28,0.582338
calendar_recalibration,17,29,0.560507
calendar_recalibration,17,30,0.539518
calendar_recalibration,17,31,0.519339
calendar_recalibration,17,32,0.499939
calendar_recalibration,17,33,0.481287
calendar_recalibration,17,34,0.463355
calendar_recalibration,17,35,0.446116
calendar_recalibration,17,36,0.429541
calendar_recalibration,17,37,0.413606
calendar_recalibration,17,38,0.398286
calendar_recalibration,17,39,0.383557
calendar_recalibration,17,40,0.369396
calendar_recalibration,17,41,0.355782
calendar_recalibration,17,42,0.673506
calendar_recalibration,17,43,0.613057
calendar_recalibration,17,44,0.588685
calendar_recalibration,17,45,0.565255
calendar_recalibration,17,46,0.542728
calendar_recalibration,17,47,0.521071
calendar_recalibration,17,48,0.500249
calendar_recalibration,17,49,0.480231
calendar_recalibration,17,50,0.460986
calendar_recalibration,17,51,0.442483
calendar_recalibration,17,52,0.424694
calendar_recalibration,17,53,0.407591
calendar_recalibration,17,54,0.391149
calendar_recalibration,17,55,0.375341
calendar_recalibration,17,56,0.360143
calendar_recalibration,17,57,0.345532
calendar_recalibration,17,58,0.331484
calendar_recalibration,17,59,0.317978
calendar_recalibration,17,60,0.304994
calendar_recalibration,18,0,0.896962
calendar_recalibration,18,1,0.862439
calendar_recalibration,18,2,0.829322
calendar_recalibration,18,3,0.797555
calendar_recalibration,18,4,0.767082
calendar_recalibration,18,5,0.737851
calendar_recalibration,18,6,0.709810
calendar_recalibration,18,7,0.682912
calendar_recalibration,18,8,0.657110
calendar_recalibration,18,9,0.632360
calendar_recalibration,18,10,0.608618
calendar_recalibration,18,11,0.585843
calendar_recalibration,18,12,0.563996
calendar_recalibration,18,13,0.543039
calendar_recalibration,18,14,0.522937
calendar_recalibration,18,15,0.503653
calendar_recalibration,18,16,0.485155
calendar_recalibration,18,17,0.467411
calendar_recalibration,18,18,0.450389
calendar_recalibration,18,19,0.434061
calendar_recalibration,18,20,0.418399
calendar_recalibration,18,21,0.767854
calendar_recalibration,18,22,0.737638
calendar_recalibration,18,23,0.708653
calendar_recalibration,18,24,0.680848
calendar_recalibration,18,25,0.654177
calendar_recalibration,18,26,0.628593
calendar_recalibration,18,27,0.604051
calendar_recalibration,18,28,0.580508
calendar_recalibration,18,29,0.557926
calendar_recalibration,18,30,0.536263
calendar_recalibration,18,31,0.515483
calendar_recalibration,18,32,0.495549
calendar_recalibration,18,33,0.476428
calendar_recalibration,18,34,0.458086
calendar_recalibration,18,35,0.440491
calendar_recalibration,18,36,0.423613
calendar_recalibration,18,37,0.407423
calendar_recalibration,18,38,0.391892
calendar_recalibration,18,39,0.376994
calendar_recalibration,18,40,0.362704
calendar_recalibration,18,41,0.348995
calendar_recalibration,18,42,0.675334
calendar_recalibration,18,43,0.613787
calendar_recalibration,18,44,0.588418
calendar_recalibration,18,45,0.564083
calendar_recalibration,18,46,0.540739
calendar_recalibration,18,47,0.518346
calendar_recalibration,18,48,0.496866
calendar_recalibration,18,49,0.476261
calendar_recalibration,18,50,0.456495
calendar_recalibration,18,51,0.437535
calendar_recalibration,18,52,0.419348
calendar_recalibration,18,53,0.401901
calendar_recalibration,18,54,0.385165
calendar_recalibration,18,55,0.369112
calendar_recalibration,18,56,0.353712
calendar_recalibration,18,57,0.338940
calendar_recalibration,18,58,0.324769
calendar_recalibration,18,59,0.311176
calendar_recalibration,18,60,0.298137
calendar_recalibration,19,0,0.905717
calendar_recalibration,19,1,0.871383
calendar_recalibration,19,2,0.838420
calendar_recalibration,19,3,0.806772
calendar_recalibration,19,4,0.776387
calendar_recalibration,19,5,0.747214
calendar_recalibration,19,6,0.719206
calendar_recalibration,19,7,0.692315
calendar_recalibration,19,8,0.666498
calendar_recalibration,19,9,0.641710
calendar_recalibration,19,10,0.617912
calendar_recalibration,19,11,0.595063
calendar_recalibration,19,12,0.573127
calendar_recalibration,19,13,0.552065
calendar_recalibration,19,14,0.531844
calendar_recalibration,19,15,0.512430
calendar_recalibration,19,16,0.493791
calendar_recalibration,19,17,0.475895
calendar_recalibration,19,18,0.458714
calendar_recalibration,19,19,0.442218
calendar_recalibration,19,20,0.426380
calendar_recalibration,19,21,0.777091
calendar_recalibration,19,22,0.746957
calendar_recalibration,19,23,0.718025
calendar_recalibration,19,24,0.690248
calendar_recalibration,19,25,0.663579
calendar_recalibration,19,26,0.637974
calendar_recalibration,19,27,0.613391
calendar_recalibration,19,28,0.589789
calendar_recalibration,19,29,0.567129
calendar_recalibration,19,30,0.545373
calendar_recalibration,19,31,0.524485
calendar_recalibration,19,32,0.504431
calendar_recalibration,19,33,0.485177
calendar_recalibration,19,34,0.466692
calendar_recalibration,19,35,0.448944
calendar_recalibration,19,36,0.431904
calendar_recalibration,19,37,0.415544
calendar_recalibration,19,38,0.399837
calendar_recalibration,19,39,0.384757
calendar_recalibration,19,40,0.370279
calendar_recalibration,19,41,0.356378
calendar_recalibration,19,42,0.684735
calendar_recalibration,19,43,0.623186
calendar_recalibration,19,44,0.597793
calendar_recalibration,19,45,0.573413
calendar_recalibration,19,46,0.550005
calendar_recalibration,19,47,0.527532
calendar_recalibration,19,48,0.505956
calendar_recalibration,19,49,0.485240
calendar_recalibration,19,50,0.465351
calendar_recalibration,19,51,0.446256
calendar_recalibration,19,52,0.427923
calendar_recalibration,19,53,0.410322
calendar_recalibration,19,54,0.393422
calendar_recalibration,19,55,0.377198
calendar_recalibration,19,56,0.361620
calendar_recalibration,19,57,0.346665
calendar_recalibration,19,58,0.332306
calendar_recalibration,19,59,0.318520
calendar_recalibration,19,60,0.305284
calendar_recalibration,20,0,0.924403
calendar_recalibration,20,1,0.891932
calendar_recalibration,20,2,0.860675
calendar_recalibration,20,3,0.830585
calendar_recalibration,20,4,0.801619
calendar_recalibration,20,5,0.773735
calendar_recalibration,20,6,0.746892
calendar_recalibration,20,7,0.721052
calendar_recalibration,20,8,0.696177
calendar_recalibration,20,9,0.672231
calendar_recalibration,20,10,0.649180
calendar_recalibration,20,11,0.626989
calendar_recalibration,20,12,0.605628
calendar_recalibration,20,13,0.585064
calendar_recalibration,20,14,0.565268
calendar_recalibration,20,15,0.546212
calendar_recalibration,20,16,0.527868
calendar_recalibration,20,17,0.510208
calendar_recalibration,20,18,0.493209
calendar_recalibration,20,19,0.476844
calendar_recalibration,20,20,0.461090
calendar_recalibration,20,21,0.801204
calendar_recalibration,20,22,0.772461
calendar_recalibration,20,23,0.744792
calendar_recalibration,20,24,0.718156
calendar_recalibration,20,25,0.692516
calendar_recalibration,20,26,0.667832
calendar_recalibration,20,27,0.644071
calendar_recalibration,20,28,0.621198
calendar_recalibration,20,29,0.599178
calendar_recalibration,20,30,0.577982
calendar_recalibration,20,31,0.557576
calendar_recalibration,20,32,0.537933
calendar_recalibration,20,33,0.519024
calendar_recalibration,20,34,0.500821
calendar_recalibration,20,35,0.483298
calendar_recalibration,20,36,0.466429
calendar_recalibration,20,37,0.450191
calendar_recalibration,20,38,0.434559
calendar_recalibration,20,39,0.419511
calendar_recalibration,20,40,0.405025
calendar_recalibration,20,41,0.391080
calendar_recalibration,20,42,0.712862
calendar_recalibration,20,43,0.652319
calendar_recalibration,20,44,0.627826
calendar_recalibration,20,45,0.604248
calendar_recalibration,20,46,0.581551
calendar_recalibration,20,47,0.559702
calendar_recalibration,20,48,0.538668
calendar_recalibration,20,49,0.518420
calendar_recalibration,20,50,0.498929
calendar_recalibration,20,51,0.480166
calendar_recalibration,20,52,0.462103
calendar_recalibration,20,53,0.444715
calendar_recalibration,20,54,0.427976
calendar_recalibration,20,55,0.411863
calendar_recalibration,20,56,0.396352
calendar_recalibration,20,57,0.381420
calendar_recalibration,20,58,0.367045
calendar_recalibration,20,59,0.353208
calendar_recalibration,20,60,0.339887
calendar_recalibration,21,0,0.920259
calendar_recalibration,21,1,0.884599
calendar_recalibration,21,2,0.850403
calendar_recalibration,21,3,0.817609
calendar_recalibration,21,4,0.786160
calendar_recalibration,21,5,0.756002
calendar_recalibration,21,6,0.727082
calendar_recalibration,21,7,0.699348
calendar_recalibration,21,8,0.672752
calendar_recalibration,21,9,0.647247
calendar_recalibration,21,10,0.622789
calendar_recalibration,21,11,0.599334
calendar_recalibration,21,12,0.576841
calendar_recalibration,21,13,0.555272
calendar_recalibration,21,14,0.534587
calendar_recalibration,21,15,0.514751
calendar_recalibration,21,16,0.495729
calendar_recalibration,21,17,0.477488
calendar_recalibration,21,18,0.459995
calendar_recalibration,21,19,0.443219
calendar_recalibration,21,20,0.427132
calendar_recalibration,21,21,0.787705
calendar_recalibration,21,22,0.756524
calendar_recalibration,21,23,0.726622
calendar_recalibration,21,24,0.697947
calendar_recalibration,21,25,0.670448
calendar_recalibration,21,26,0.644078
calendar_recalibration,21,27,0.618789
calendar_recalibration,21,28,0.594538
calendar_recalibration,21,29,0.571283
calendar_recalibration,21,30,0.548981
calendar_recalibration,21,31,0.527594
calendar_recalibration,21,32,0.507085
calendar_recalibration,21,33,0.487418
calendar_recalibration,21,34,0.468557
calendar_recalibration,21,35,0.450470
calendar_recalibration,21,36,0.433125
calendar_recalibration,21,37,0.416492
calendar_recalibration,21,38,0.400542
calendar_recalibration,21,39,0.385246
calendar_recalibration,21,40,0.370577
calendar_recalibration,21,41,0.356510
calendar_recalibration,21,42,0.692260
calendar_recalibration,21,43,0.629895
calendar_recalibration,21,44,0.603748
calendar_recalibration,21,45,0.578674
calendar_recalibration,21,46,0.554629
calendar_recalibration,21,47,0.531571
calendar_recalibration,21,48,0.509458
calendar_recalibration,21,49,0.488253
calendar_recalibration,21,50,0.467918
calendar_recalibration,21,51,0.448417
calendar_recalibration,21,52,0.429717
calendar_recalibration,21,53,0.411783
calendar_recalibration,21,54,0.394586
calendar_recalibration,21,55,0.378094
calendar_recalibration,21,56,0.362279
calendar_recalibration,21,57,0.347112
calendar_recalibration,21,58,0.332568
calendar_recalibration,21,59,0.318621
calendar_recalibration,21,60,0.305246
calendar_recalibration,22,0,0.889301
calendar_recalibration,22,1,0.856372
calendar_recalibration,22,2,0.824737
calendar_recalibration,22,3,0.794345
calendar_recalibration,22,4,0.765147
calendar_recalibration,22,5,0.737096
calendar_recalibration,22,6,0.710147
calendar_recalibration,22,7,0.684258
calendar_recalibration,22,8,0.659386
calendar_recalibration,22,9,0.635491
calendar_recalibration,22,10,0.612535
calendar_recalibration,22,11,0.590481
calendar_recalibration,22,12,0.569294
calendar_recalibration,22,13,0.548939
calendar_recalibration,22,14,0.529384
calendar_recalibration,22,15,0.510597
calendar_recalibration,22,16,0.492549
calendar_recalibration,22,17,0.475210
calendar_recalibration,22,18,0.458552
calendar_recalibration,22,19,0.442548
calendar_recalibration,22,20,0.427174
calendar_recalibration,22,21,0.764911
calendar_recalibration,22,22,0.735950
calendar_recalibration,22,23,0.708127
calendar_recalibration,22,24,0.681397
calendar_recalibration,22,25,0.655718
calendar_recalibration,22,26,0.631048
calendar_recalibration,22,27,0.607347
calendar_recalibration,22,28,0.584577
calendar_recalibration,22,29,0.562703
calendar_recalibration,22,30,0.541687
calendar_recalibration,22,31,0.521498
calendar_recalibration,22,32,0.502102
calendar_recalibration,22,33,0.483467
calendar_recalibration,22,34,0.465566
calendar_recalibration,22,35,0.448367
calendar_recalibration,22,36,0.431845
calendar_recalibration,22,37,0.415971
calendar_recalibration,22,38,0.400722
calendar_recalibration,22,39,0.386071
calendar_recalibration,22,40,0.371996
calendar_recalibration,22,41,0.358475
calendar_recalibration,22,42,0.676091
calendar_recalibration,22,43,0.615520
calendar_recalibration,22,44,0.591050
calendar_recalibration,22,45,0.567542
calendar_recalibration,22,46,0.544957
calendar_recalibration,22,47,0.523260
calendar_recalibration,22,48,0.502415
calendar_recalibration,22,49,0.482390
calendar_recalibration,22,50,0.463151
calendar_recalibration,22,51,0.444668
calendar_recalibration,22,52,0.426912
calendar_recalibration,22,53,0.409853
calendar_recalibration,22,54,0.393464
calendar_recalibration,22,55,0.377720
calendar_recalibration,22,56,0.362594
calendar_recalibration,22,57,0.348063
calendar_recalibration,22,58,0.334102
calendar_recalibration,22,59,0.320690
calendar_recalibration,22,60,0.307805
calendar_recalibration,23,0,0.888024
calendar_recalibration,23,1,0.854779
calendar_recalibration,23,2,0.822845
calendar_recalibration,23,3,0.792171
calendar_recalibration,23,4,0.762706
calendar_recalibration,23,5,0.734403
calendar_recalibration,23,6,0.707216
calendar_recalibration,23,7,0.681102
calendar_recalibration,23,8,0.656017
calendar_recalibration,23,9,0.631921
calendar_recalibration,23,10,0.608776
calendar_recalibration,23,11,0.586543
calendar_recalibration,23,12,0.565188
calendar_recalibration,23,13,0.544674
calendar_recalibration,23,14,0.524969
calendar_recalibration,23,15,0.506042
calendar_recalibration,23,16,0.487861
calendar_recalibration,23,17,0.470396
calendar_recalibration,23,18,0.453621
